titulo,calle,latitud_df1,longitud_df1,paradas_cercanas_df2,id,name,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry.type,latitud_df2,longitud_df2,metros_distancia
Instalación Deportiva Municipal Básica Jardines Alhambra,CALLE ALHAMBRA  c/v Carlos Fuentes,40.40293756394919,-3.7447301071971477,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,1534.8481713822541
Instalación Deportiva Municipal Básica Jardines General Fanjul,AVENIDA LAS AGUILAS ,40.385197861740814,-3.7619024102187755,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,3882.040299355031
Instalación Deportiva Municipal Básica Jardines Vía Carpetana,CALLE VIA CARPETANA S/N c/v Laguna,40.392523761783345,-3.7418228649672196,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2162.998234420518
Instalación Deportiva Municipal Básica José de Cadalso,CALLE JOSE DE CADALSO  C/V General Romero Basart,40.37780868617553,-3.768531953881764,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4858.878164050992
Instalación Deportiva Municipal Básica Los Cármenes,CALLE ALHAMBRA 35,40.39746568039038,-3.743856743935349,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,1835.078006880767
Instalación Deportiva Municipal Básica Oscar y Jesús,CALLE SOLEDAD CAZORLA 22,40.375549835763444,-3.770874016639184,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,5177.371594623768
Instalación Deportiva Municipal Básica Parque Aluche,CALLE VALMOJADO 4,40.396755209740476,-3.757541291696218,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2815.7438311404744
Instalación Deportiva Municipal Básica Parque Boadilla,CARRETERA BOADILLA DEL MONTE 1,40.39882092157157,-3.76670867691338,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,3429.909673629222
Instalación Deportiva Municipal Básica Parque Calle Onil,CALLE NAVIA 12 c/v Luis Chamizo,40.38610150059709,-3.7692152839405386,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4292.85276453287
Instalación Deportiva Municipal Básica Parque Caramuel,CALLE SEPULVEDA s/n,40.40646058007316,-3.7291064770611655,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,301.4531445395356
Instalación Deportiva Municipal Básica Parque Cerro Almodovar,PARQUE CERRO ALMODOVAR ,40.394906187239265,-3.748188333818695,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2296.42733580021
Instalación Deportiva Municipal Básica Parque General García Escámez,CALLE ANSELMO LORENZO  Jardines Gral. García Escámez,40.38272961974866,-3.7695892619852707,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4550.786618446047
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO 1,40.382983252261596,-3.764277727141666,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4197.547084418568
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA C.V. A CALLE CEBREROS 206,40.40436959754291,-3.744793029127447,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,1475.1963134665746
Instalación Deportiva Municipal Básica Parque de las Cruces II,CALLE VIDAUBA 3,40.38268060798509,-3.7633919044762303,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4167.468646013527
Instalación Deportiva Municipal Básica San Benigno,CALLE SAN BENIGNO 3,40.40467084433323,-3.7371479929917073,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,882.3473075050312
Instalación Deportiva Municipal Básica Sanchorreja,CALLE SANCHORREJA 8,40.40244721879577,-3.7564266531216193,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2476.1022598302247
Instalación Deportiva Municipal Básica Sepúlveda,CALLE SEPULVEDA 220,40.39882022766974,-3.755867569618557,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2583.139272788665
Instalación Deportiva Municipal Básica Seseña,"CALLE SESEÑA 2 c/v Calle Valmojado, 2",40.397645805419295,-3.757739811336285,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2783.581822198157
Instalación Deportiva Municipal Básica Valle Inclán,CALLE VALLE INCLAN 68,40.376137828296976,-3.7756517969720798,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,5420.926434232049
Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,CALLE CUART DE POBLET 6,40.397186411932395,-3.751839960227982,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,2379.111714753124
Pista de Patinaje Paco de Lucía,AUDITORIO PACO DE LUCIA ,40.38527831238433,-3.7641552216270435,226,232,224 - Caramuel,Calle Caramuel nº 51,1,0,24,5,17,1,Point,40.40913630273305,-3.728533714316331,4017.1182418701464
Instalación Deportiva Municipal Básica Arroyo Belincoso,AVENIDA DOCTOR GARCIA TAPIA 76 c/v calle Arroyo Belincoso,40.41206030334087,-3.6512840783264453,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,573.607754272946
Instalación Deportiva Municipal Básica Campo de Fútbol Tierra,AVENIDA DOCTOR GARCIA TAPIA 113,40.41154005341027,-3.6428284510152453,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,489.87862271091296
Instalación Deportiva Municipal Básica Carmen Amaya,AVENIDA DOCTOR GARCIA TAPIA 28-30,40.41206030334087,-3.6512840783264453,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,573.607754272946
Instalación Deportiva Municipal Básica José de Pasamonte,AVENIDA DOCTOR GARCIA TAPIA 51,40.411890813674326,-3.6461672639418037,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,405.76964927699447
Instalación Deportiva Municipal Básica Martala I,CALLE PICO DE LOS ARTILLEROS 5 posterior,40.40890578131284,-3.6402341225344186,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,551.8352177226183
Instalación Deportiva Municipal Básica Parque Martala I,CALLE PICO DE LOS ARTILLEROS 5,40.40890578131284,-3.6402341225344186,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,551.8352177226183
Instalación Deportiva Municipal Básica Parque Martala II,CALLE PICO DE LOS ARTILLEROS 21,40.40690193406255,-3.639269372044273,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,646.8748917240212
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88 posterior - Parque de Moratalaz,40.41028156820145,-3.645562579322765,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,244.03948687679414
Instalación Deportiva Municipal Básica Urbis,AVENIDA DOCTOR GARCIA TAPIA 117 esquina Avd. Moratalaz,40.41116588362631,-3.6420705862194347,221,227,219 - Marroquina,Calle Camino de los Vinateros nº 108,1,0,24,16,6,0,Point,40.408264,-3.646697,507.49519316843543
Instalación Deportiva Municipal Básica Arroyo Media Legua,INST. DEPORTIVA BASICA ARROYO DE LA MEDIA LEGUA ,40.42248384692211,-3.6486800873073397,236,242,234 - Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,1,0,24,18,6,0,Point,40.426207143200884,-3.651034981803642,459.5013239001456
Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),CALLE SAN LAMBERTO s/n,40.42244010701552,-3.6494391609819576,236,242,234 - Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,1,0,24,18,6,0,Point,40.426207143200884,-3.651034981803642,440.1184059316891
Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,AVENIDA MARQUES DE CORBERA 62,40.42725047921714,-3.6495207954387707,236,242,234 - Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,1,0,24,18,6,0,Point,40.426207143200884,-3.651034981803642,172.8771428220325
Instalación Deportiva Municipal Básica Arroyo de Opañel,CALLE ARROYO OPAÑEL 12,40.38849471888208,-3.717872942583152,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,1060.7150631208913
Instalación Deportiva Municipal Básica El Torero,CALLE TORERO C/V CALLE ANTONIO LÓPEZ 10 c/v Antonio López (Parque El Torero),40.39227761286618,-3.706318951771014,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,278.0860227774983
Instalación Deportiva Municipal Básica Ontanilla,AVENIDA LOS POBLADOS  C/V Ontanilla,40.37450904700692,-3.728526373827137,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,2811.560484397131
Instalación Deportiva Municipal Básica P.A.R. Manuel Noya,CALLE MANUEL NOYA 2 junto Puente Los Capuchinos,40.38907128615593,-3.7120469132313425,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,683.2803185600084
Instalación Deportiva Municipal Básica Parque Olof Palme,CALLE CERECINOS 4 Parque Olof Palme,40.38493457007619,-3.7122978851036135,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,1113.127976808392
Instalación Deportiva Municipal Puente de Praga,AVENIDA MANZANARES 176,40.39522836906418,-3.707009644057296,230,235,228 - San Delfín,Calle San Delfín nº 9,1,0,24,17,7,0,Point,40.39440607959559,-3.7080429728445563,126.56198259992671
Instalación Deportiva Municipal Básica Auditorio de Chamartín,PLAZA JOAQUIN RODRIGO 1,40.44549718316204,-3.677183546596661,148,155,146 - María Francisca 1,Calle María Francisca nº 1,1,0,18,3,14,0,Point,40.4442258,-3.6787169,191.89223095447383
Instalación Deportiva Municipal Básica Duque de Sevilla,CALLE DUQUE DE SEVILLA 1,40.44166603700321,-3.6791142497783973,148,155,146 - María Francisca 1,Calle María Francisca nº 1,1,0,18,3,14,0,Point,40.4442258,-3.6787169,286.61200930568936
Instalación Deportiva Municipal Básica Avenida Moratalaz M-30,"CALLE RAMON ARECES 1 frente Avda. Moratalaz, 13",40.40799695992161,-3.6624292972075247,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,483.3458626859458
Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,CALLE CORREGIDOR DIEGO DE VALDERRABANO 24,40.40940474947577,-3.6588602502598873,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,154.4880001061084
Instalación Deportiva Municipal Básica Félix Rodríguez de la Fuente,CALLE FELIX RODRIGUEZ DE LA FUENTE 3,40.414683229860835,-3.6590060269964693,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,473.15457134383945
Instalación Deportiva Municipal Básica Hogar del Ferroviario,"AVENIDA MEDITERRANEO S/N Colonia Ferroviarios, frente a Manuel Mª Arrillaga, 51",40.40695911649336,-3.6611698838232107,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,489.44093482808955
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,CALLE CARMEN AMAYA 3 Posterior,40.412165904142334,-3.656506372334948,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,211.8964644348073
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,CALLE CARMEN AMAYA 1 posterior,40.4121646993816,-3.6567185117699,220,226,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28,1,0,24,16,8,0,Point,40.41053,-3.65779,203.15041898296045
Instalación Deportiva Municipal Básica Avenida San Luis I,AVENIDA SAN LUIS (frentealnº86),40.47176777610935,-3.6552344080978387,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2241.158599954236
Instalación Deportiva Municipal Básica Burgo de Osma,CALLE BURGO DE OSMA 5,40.46902347728972,-3.6625331191321413,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,1562.0919447144886
Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,CALLE AGUSTIN DE ITURBIDE 1,40.46854356477104,-3.6486680716819206,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2571.283695319292
Instalación Deportiva Municipal Básica Cárcavas Oeste I,CALLE CARMEN RICO GODOY 40,40.48013725057699,-3.635430388203537,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,4153.112184556713
Instalación Deportiva Municipal Básica Cárcavas Oeste II,CALLE SAN ANDRES DE RABANEDO 1,40.48087402947953,-3.6345699273053054,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,4258.28657566627
Instalación Deportiva Municipal Básica Drácena,CALLE DRACENA 42,40.46425775938073,-3.6687849660111347,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,824.7989779586145
Instalación Deportiva Municipal Básica El Bosque,PLAZA GOLMAYO 17,40.46714774021119,-3.6618563692082393,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,1492.8917483936164
Instalación Deportiva Municipal Básica Estíbaliz,CALLE ESTIBALIZ 30,40.469514561623285,-3.6490195041524114,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2583.8221050659736
Instalación Deportiva Municipal Básica Glorieta Avenida San Luis,CALLE Añastro 78,40.4671739676516,-3.6645674105696378,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,1301.3029784317466
Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,AVENIDA GRAN VIA DE HORTALEZA 1,40.4647876018932,-3.6596724032712897,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,1554.26383871874
Instalación Deportiva Municipal Básica Huerta de la Salud,CALLE ALCOBENDAS 3,40.47505435038131,-3.642315547728054,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,3364.549957383581
Instalación Deportiva Municipal Básica Luis Buitrago,CALLE LUIS BUITRAGO 7,40.473376533827995,-3.6511329371430823,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2629.007241261712
Instalación Deportiva Municipal Básica Mar de Japón,CALLE MAR DEL JAPON 7,40.47319613951648,-3.641504969656448,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,3331.4702591860005
Instalación Deportiva Municipal Básica Parque Cedral,"CALLE RODRIGUEZ ILLANES S/N esq. Arturo Soria, 233",40.462882951414265,-3.6650441004626564,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,1057.9995921246468
Instalación Deportiva Municipal Básica Parque Huerta de la Salud,CALLE MAR DE LAS ANTILLAS 10,40.475722025270905,-3.646658003339625,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,3088.569679594415
Instalación Deportiva Municipal Básica Rosa Jardón,CALLE ROSA JARDON 11,40.46547349226097,-3.6688677974512003,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,896.8846536910102
Instalación Deportiva Municipal Básica Santa Virgilia,CALLE SANTA VIRGILIA 17,40.47677211929309,-3.641609789568702,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,3511.9278418842164
Instalación Deportiva Municipal Básica Trinquete,CALLE VELACHO BAJO 3,40.472578003657866,-3.658209520963392,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2095.1936850559628
Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,AVENIDA SAN LUIS 23,40.47152762204448,-3.654689432548898,256,262,254 - Pío XII,Avenida Pío XII nº 3,1,0,24,17,6,0,Point,40.46041,-3.67712,2264.7087061556153
Instalación Deportiva Municipal Básica Avenida de Brasil,AVENIDA BRASIL 19 c/v C/ General Yagüe,40.45732746079714,-3.693648871749584,240,246,238 - San Germán 5,Calle San Germán nº 5,1,0,24,3,19,0,Point,40.45619382579544,-3.6929376751795306,139.67994416754567
Instalación Deportiva Municipal Básica Bacares (Rocódromo),CALLE BACARES 9,40.476321176468005,-3.6624133831469945,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,1892.581178774825
Instalación Deportiva Municipal Básica Bacares (fútbol),CALLE BACARES 27,40.47743047451657,-3.663819108324953,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,1818.8635873667752
Instalación Deportiva Municipal Básica Burgos,AVENIDA BURGOS 18B ,40.4758640417365,-3.6755842361694255,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,848.9825408361622
Instalación Deportiva Municipal Básica Carrión de los Condes,PLAZA TEMPLARIOS 4,40.47430169221348,-3.6595649567170168,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,2081.080471883701
Instalación Deportiva Municipal Básica Monovar,CALLE MONOVAR 3,40.4754249166852,-3.656909774001053,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,2323.123217340389
Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,CALLE MONOVAR 8,40.478288972462366,-3.6554629730490227,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,2518.520924740301
Instalación Deportiva Municipal Básica Parque Doña Guiomar II,CARRETERA ESTACION DE HORTALEZA 7,40.47600256074518,-3.6551340067790528,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,2482.7956239587843
Instalación Deportiva Municipal Básica Parque Doña Guiomar III,CALLE MONÓVAR 4,40.47645416086136,-3.656518693476812,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,2378.962700875117
Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,CALLE BACARES 20,40.4763846537385,-3.6621366502190877,254,260,252 - Chamartín,Calle Rodríguez Jaén nº 40,1,1,24,7,13,0,Point,40.4716,-3.68391,1917.0274547948425
Instalación Deportiva Municipal Básica Barceló,PLAZA BARCELO S/N,40.42677040240585,-3.699382450864087,54,58,54 - Barceló,Calle Barceló nº 7,1,0,21,19,0,0,Point,40.4266828,-3.700423,88.61488564894195
Instalación Deportiva Municipal Básica Boston,CALLE BOSTON 1,40.43729691048299,-3.6666902012771763,243,249,241 - Camilo José Cela,Avenida de Camilo José Cela nº 23,1,0,24,12,6,0,Point,40.4378,-3.66779,108.59525837347209
Instalación Deportiva Municipal Básica Brunete,CALLE BRUNETE 1,40.516672960212716,-3.773795776219611,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,8203.496295504929
Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,GLORIETA RIO ZANCARA 1,40.452725617488625,-3.7796095540530086,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,4254.85190200034
Instalación Deportiva Municipal Básica Estanque de las Tormentas,CALLE ARROYO DE POZUELO 6,40.45156253178623,-3.7691550610977034,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,3366.8071540722713
Instalación Deportiva Municipal Básica La Chopera,CALLE ESCULTOR PERESEJO 86,40.45324709621828,-3.7916919172223036,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,5278.730315227323
Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,CALLE ARROYO DE POZUELO 10,40.451500510488586,-3.772885180717082,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,3682.3043452053566
Instalación Deportiva Municipal Básica Parque Gabriela Mistral,CALLE ROSALIA DE CASTRO 69,40.484467522541834,-3.7336783173806616,263,269,261 - Facultad Derecho,Avenida Complutense nº 23,1,0,24,8,16,0,Point,40.45109,-3.72937,3729.262928310509
Instalación Deportiva Municipal Básica Campo de Fútbol San Martín de Porres,PASEO ERMITA DEL SANTO S/N Parque de San Isidro,40.39949108577098,-3.732825709268183,225,231,223 - Ermita Santo,Paseo de la Ermita del Santo nº 48,1,0,24,5,17,0,Point,40.406837862773465,-3.7244893989507686,1079.6436191179646
Instalación Deportiva Municipal Básica Iván de Vargas,TRAVESIA IVAN DE VARGAS 4,40.40279748246847,-3.724235302224272,225,231,223 - Ermita Santo,Paseo de la Ermita del Santo nº 48,1,0,24,5,17,0,Point,40.406837862773465,-3.7244893989507686,449.78466855802407
Instalación Deportiva Municipal Básica Los Caprichos,AVENIDA CAPRICHOS 1,40.40579744690797,-3.7285454246920935,225,231,223 - Ermita Santo,Paseo de la Ermita del Santo nº 48,1,0,24,5,17,0,Point,40.406837862773465,-3.7244893989507686,362.39102432336244
Instalación Deportiva Municipal Básica Canal de Panamá,CALLE CANAL DE PANAMA S/N,40.44098424268766,-3.6520112027455554,233,239,231 - Derechos Humanos,Calle Derechos Humanos nº 12,1,0,24,6,17,0,Point,40.43965673033275,-3.6557656204708775,350.34585462974866
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA ,40.439387584092685,-3.6571484128652396,233,239,231 - Derechos Humanos,Calle Derechos Humanos nº 12,1,0,24,6,17,0,Point,40.43965673033275,-3.6557656204708775,120.79119545689703
Instalación Deportiva Municipal Básica San Pascual,CALLE ESTEBAN MORA S/N esq. Derechos Humanos,40.43840494775814,-3.655676791131407,233,239,231 - Derechos Humanos,Calle Derechos Humanos nº 12,1,0,24,6,17,0,Point,40.43965673033275,-3.6557656204708775,139.39473424239307
Instalación Deportiva Municipal Básica Carlos Solé,CALLE CARLOS SOLE 19,40.39214336748665,-3.6493011871581325,228,234,226 - Sierra Toledana,Camino de Valderribas nº 94,1,0,24,19,3,0,Point,40.39901531507069,-3.6607768678037744,1236.2495351726545
Instalación Deportiva Municipal Básica Colonia los Taxistas,CALLE SIERRA DE CUERDA LARGA 41,40.3996321152037,-3.6567011261303493,228,234,226 - Sierra Toledana,Camino de Valderribas nº 94,1,0,24,19,3,0,Point,40.39901531507069,-3.6607768678037744,351.88262763060555
Instalación Deportiva Municipal Básica Jesús Divino Obrero,CALLE HUMANES 10,40.39550954906577,-3.6481442409812352,228,234,226 - Sierra Toledana,Camino de Valderribas nº 94,1,0,24,19,3,0,Point,40.39901531507069,-3.6607768678037744,1138.5770430724906
Instalación Deportiva Municipal Básica Carril del Conde,"CALLE CARRIL DEL CONDE C/V CALLE DEL PUERTO REAL, 7 ",40.458309444034946,-3.655141029725419,216,222,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,1,0,24,10,12,1,Point,40.44315,-3.65741,1696.551499764129
Instalación Deportiva Municipal Básica San Juan Bautista - Cidamón,CALLE AGASTIA  esq. Cidamón,40.451304609076615,-3.6558964974118364,216,222,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,1,0,24,10,12,1,Point,40.44315,-3.65741,915.751144813748
Instalación Deportiva Municipal Básica Casa Campo,PARQUE CASA DE CAMPO s/n Explanada de la Casa de Campo,40.4184340515621,-3.736143042995308,218,224,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,1,0,24,14,7,0,Point,40.413764,-3.728318,841.730997303499
Instalación Deportiva Municipal Básica Casa Campo I Lago,PARQUE CASA DE CAMPO s/n Explanada junto al lago,40.41867020566187,-3.730157679235435,218,224,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,1,0,24,14,7,0,Point,40.413764,-3.728318,567.3412159066435
Instalación Deportiva Municipal Básica Casa Campo II Teleférico,PARQUE CASA DE CAMPO s/n Subida al teleférico-Pza. Casón,40.42111772146607,-3.737716485663515,218,224,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,1,0,24,14,7,0,Point,40.413764,-3.728318,1140.9147692449726
Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,PARQUE CASA DE CAMPO ,40.42045376372811,-3.7330413471876964,218,224,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,1,0,24,14,7,0,Point,40.413764,-3.728318,844.5314472352621
Instalación Deportiva Municipal Básica Pablo Casals,PASEO ERMITA DEL SANTO 10,40.41221418658154,-3.7238765894181416,218,224,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,1,0,24,14,7,0,Point,40.413764,-3.728318,413.63151734708055
Instalación Deportiva Municipal Básica Casa Campo IV,PARQUE CASA CAMPO S/N Junto a la M-30 a la altura del C.D.M. José María Cagigal,40.43184675866799,-3.739236682144013,259,265,257 - INEF,Avenida Juan de Herrera frente a la calle Paul Guinard,1,0,24,3,19,0,Point,40.43896,-3.72997,1113.8719904301388
Instalación Deportiva Municipal Básica Casino de la Reina,CALLE CASINO 3,40.40695673994099,-3.7042921115064322,48,52,48 - Embajadores 2,Glorieta de Embajadores nº 2,1,0,24,18,1,0,Point,40.4056107,-3.7022591,228.10818109386207
Instalación Deportiva Municipal Básica Cerro Negro,CALLE CERRO NEGRO 5,40.396646655094365,-3.671603413540554,181,187,179 - Puente de Vallecas,Avenida de la Albufera nº 6,1,0,24,13,9,0,Point,40.3979722,-3.66925,247.87638993068393
Instalación Deportiva Municipal Básica Circuito Natural Footing Retiro,PARQUE EL RETIRO ,40.4152672609971,-3.6886435123781274,64,69,65 - Antonio Maura,Calle Antonio Maura nº 15,1,0,24,6,18,2,Point,40.4166834,-3.6894193,170.61517054587074
